index,score
194357,0.0512666930757872
313222,0.428751990246751
321873,0.7879536859330802
118689,0.6211000603627339
342561,0.5188599132046589
47516,0.8270786296997973
93769,0.0560243709733697
293478,0.7337058323539788
74312,0.6684821414269977
235772,0.1584330111252954
265505,0.981797973686262
15335,0.2947118276186856
111727,0.5857036822876899
212062,0.9088337815349488
318170,0.6116604356411376
155630,0.9038699159201128
217246,0.0185161505837777
47877,0.6404937451251793
110229,0.911899072007692
132875,0.4505607228448104
25813,0.6401183023815183
312447,0.6036699204738978
154217,0.2922047357682671
280898,0.7910033063840053
14534,0.5566912835061806
15144,0.4482303098561682
150572,0.0784855469902349
145145,0.2553921908719492
311181,0.8161746358750462
353415,0.3276298553523168
92971,0.2343754794511966
131351,0.2878201950727993
139575,0.139887307925194
165558,0.2514562103825541
268164,0.2367750745729029
275394,0.5446924067862122
38467,0.3551542109518277
133156,0.5347476022784191
2093,0.6348472969094083
223009,0.2267434450972826
216290,0.3795365376785324
46758,0.765732576704652
79613,0.9851412469757008
199917,0.0618818518877345
75979,0.9532881516511352
174572,0.7165468500741694
89380,0.6925003882628624
289908,0.9270633389891496
143612,0.2072099939952297
288639,0.5589793071109358
225937,0.1001715815816429
57507,0.2847069436406032
88901,0.7646757433290191
27010,0.2610673044839184
158199,0.8568300103411526
244921,0.3414155128921021
98247,0.6229096290642272
263920,0.8214762000251671
140984,0.8076019233217506
77392,0.3997604525248218
93623,0.0806746152150758
132729,0.6307446203787936
229982,0.279463064831002
327728,0.7494293053333381
18791,0.140002602052682
226837,0.0195610893052426
157415,0.7114491582855889
32911,0.3837044139389705
192632,0.7816626327925373
220575,0.0120782519956569
203859,0.8106465453867485
142084,0.2306832363580365
246516,0.6758679448498875
280957,0.7928632814046057
141416,0.0247969930396768
215810,0.2387308469641798
94408,0.9698917401649568
220170,0.3226801879813944
251265,0.4317642256205967
307456,0.1072305557852322
125545,0.5959647567728741
3296,0.7710511447303028
68609,0.4137914871454067
298852,0.3517796578849582
186491,0.2981431968789717
145746,0.2854209625208905
23342,0.0750616075356774
78807,0.4437720574484119
50091,0.0650981784206783
59855,0.7976991384765383
311161,0.9783818102006148
88770,0.7397110987325418
348424,0.5638168013659298
289877,0.6102998081404122
148127,0.7681885911745552
132482,0.17651184414608
80217,0.4149374294432044
312058,0.938863324848102
271096,0.75482587781314
242368,0.932054229933243
176061,0.488863445373499
139785,0.774004677494901
338136,0.017477011586705
346961,0.6044879700843439
351530,0.1109657118422703
334072,0.6443188924310737
100561,0.6666861334129313
150021,0.6546401470215786
205416,0.4475001781380499
267715,0.1072554054315908
54541,0.238341511414529
78765,0.8180787536898443
7493,0.2364365650419937
153943,0.8741579762297236
61664,0.5436420170500113
311036,0.8511289938322023
227345,0.173073797394091
104608,0.9829068958701755
314684,0.6989956839967522
17044,0.4818536824174044
129195,0.1808029300780522
199767,0.0778894559878723
304830,0.9481267795590176
59487,0.1771154459640999
75489,0.3610032595726273
130141,0.370693129936136
76577,0.5975213401330701
170301,0.0535714954582928
178473,0.1734244009006729
265730,0.2203500394838948
195878,0.8423907467384806
258452,0.0928270590962584
58501,0.0330490047888785
281025,0.2182481866349737
25248,0.9754081478119044
111830,0.8519975693652547
177607,0.8107687082880091
272504,0.8125356633495212
140906,0.9357592180543844
2475,0.6115028667327724
160847,0.0915324768081561
141607,0.0571065508144658
350632,0.5319743135663393
302899,0.0322460847629072
41473,0.7449262365629019
207136,0.1462903990841491
230128,0.0450464188753512
166724,0.2760177645913088
173687,0.0583276656002332
173890,0.2854863881039722
175939,0.3950074012353565
194082,0.2972471372468399
311218,0.3411144180395908
255201,0.1617012481748748
332935,0.8899989253664772
56146,0.3829710197659046
46239,0.880685166119314
184882,0.290262839577441
118659,0.5765348302826293
44024,0.3170924939347643
256421,0.7261770199956433
240384,0.1984189707713838
50581,0.0331922227531128
266201,0.1917086666791089
25855,0.1419250812755542
329719,0.1994252274559056
205207,0.6020331322324847
49305,0.9589785131484532
203584,0.6436577908622618
327692,0.4353461430199425
131535,0.45307571217308
209001,0.0162401657032218
127656,0.5957681966825531
94133,0.0773175640824526
61346,0.1060369437167555
153631,0.1153620122484723
321409,0.5201117162078654
100163,0.4539952609764686
62420,0.6026331524950093
323254,0.8006754817128598
266750,0.8305570549279503
270787,0.3648535584858166
129414,0.6263876863594824
329161,0.1019503842775648
102641,0.1950406507769254
80572,0.1601120190207896
44806,0.4921782487335819
136691,0.2890927249068675
199604,0.7219928050061081
233573,0.2572847452469222
260172,0.3938172225520707
190867,0.4344520145285147
111974,0.4373394526305411
74267,0.0911231881551466
51482,0.9750885329715214
25194,0.565100849342818
236791,0.1424348976732584
313982,0.2360037306163918
310955,0.6006473898228254
76542,0.9322862585093588
47470,0.6933899951398362
129379,0.8382857682398311
251798,0.663675066247579
229586,0.5505448583215546
169519,0.6186685212010685
124953,0.7862004061207677
278007,0.5960531878978597
93713,0.803332263326271
123477,0.9514027777414216
217290,0.5206528495151097
103367,0.9521101092492616
230633,0.5914290106588659
296334,0.5535910151778033
236672,0.962560767038381
342098,0.2563919372535571
320503,0.1922677504091943
15795,0.6278658739144357
51074,0.1311331043238395
224881,0.6073949004296424
305925,0.9555527444499368
159721,0.8766683213283925
227406,0.822643181368623
329873,0.0913846555721222
84688,0.7718147555250796
104737,0.1666699726612455
17896,0.9716513046018278
176661,0.4393487901248475
329733,0.4416985507051707
233640,0.1226858287855268
118933,0.9384916782000776
132474,0.7300166898615308
237365,0.4270402601392995
100122,0.7118996713320364
33888,0.5315869719920688
282386,0.9514646088012344
169098,0.3204826634908084
293131,0.2773876828438106
301090,0.4579765552831487
193510,0.0843952774246752
250820,0.3348844961569445
234006,0.1601413605329592
202781,0.3294702872121313
181690,0.5907467042940613
351431,0.6071419339739934
197357,0.3362396003446194
279324,0.4581039032832762
70813,0.3410115419319832
294776,0.9087254203577813
115490,0.3157807244009563
201329,0.0596551716497073
143510,0.2987415377067796
112141,0.387386806497269
70329,0.162540337136253
189170,0.9792553400425236
144566,0.966056492833628
351514,0.8248451953744774
34342,0.750473669892568
305701,0.1457869219737851
249916,0.3116439566850499
219655,0.1536627617398984
3171,0.260990118949135
269003,0.3460735418864867
213707,0.7429735603837955
236404,0.8517642760410042
351860,0.0086967740262414
198950,0.7173634046643032
253647,0.7782196892440169
83543,0.4602050100199223
298853,0.3236497010656626
133993,0.9847309775928884
24886,0.0337548294477494
299656,0.0806712983496121
130637,0.5937657411880765
152615,0.6886838521973121
40374,0.9808147906222312
24773,0.2977715146904564
31846,0.9746354912227184
4768,0.9707191085096456
221837,0.8240395585948674
16911,0.8592748426851388
69698,0.9626589500707732
304689,0.1581028335749189
50368,0.7376205453712202
301792,0.3146213274988931
195009,0.6909836471007597
82077,0.8350115460258166
183796,0.5850534958285077
185625,0.0806179914511429
147330,0.3662539567017913
125765,0.8401278763779138
124264,0.1536126582693877
57912,0.989787971819538
252289,0.6536608994202213
313479,0.99481809429391
206957,0.2445457454765865
35792,0.3680225919450053
149815,0.6622426078548839
269381,0.8455179284392473
281413,0.4749677774951463
259157,0.7342991504700429
35040,0.0969539227131635
135667,0.7976519709445662
158296,0.4993865191404075
183734,0.7612168806508871
311505,0.6163549601437178
45457,0.7888576813688222
16386,0.7925718526950148
220477,0.1264098258647792
287569,0.0068208185975751
348825,0.9978656767638197
142092,0.260993047674345
307445,0.3654789836273568
290543,0.6743611025458018
93320,0.9021413427042464
132546,0.7892265205109915
17379,0.2436386361718094
10917,0.1503369978787277
292793,0.7261595678908589
276876,0.7383408376705517
348857,0.1171899270728646
51206,0.2131638395617673
173300,0.6451383895908396
23108,0.5568530381495829
75648,0.4795897238915225
30222,0.1685051700510075
119802,0.0007563468326521
329906,0.5533147677149628
290230,0.4683765205396146
338764,0.7442429104737275
285317,0.6391689517234301
338509,0.9662290878485262
121764,0.0287551098694809
171968,0.9069029747200652
50635,0.3590675973898886
36575,0.9730535774379616
331653,0.8731526137836833
200968,0.5242975878578536
131490,0.3924828184799043
206787,0.5527426853413809
348035,0.5276455214021104
134097,0.90443696495275
128774,0.9111805733964436
42274,0.765169327411961
164778,0.3937100980223023
308733,0.4304990720813239
33095,0.8480847903276848
23240,0.5482566678455713
145998,0.975895668543723
77135,0.607508728345653
299499,0.8215750093144933
275913,0.8240458411906338
300730,0.6228173799275268
112620,0.7237412780608594
309784,0.6744250978942038
292181,0.6387399880263013
278020,0.0254229127397953
170572,0.4442080554950607
321250,0.7677643170303647
282514,0.6534200996991021
308146,0.2543551013402411
347015,0.6201509284351495
170773,0.8169052976052532
5541,0.7960436829816561
113898,0.8474362027789517
316311,0.9042286853542324
6068,0.9609507282079196
250405,0.4309114383100996
25327,0.6140797693889108
314290,0.4384884933036198
216348,0.7252638023245795
218778,0.8204400310774816
49436,0.2406053341434798
246424,0.5705604838228346
300337,0.6456087901910684
55329,0.7277615335370932
277454,0.2306174659200223
117929,0.6286621113066837
326175,0.3496037415289169
18609,0.2434050966105277
208034,0.0155464785930288
252190,0.757150396540568
225141,0.1238151469811255
59642,0.7549267210337693
82112,0.8258684501790108
281535,0.2334520531529086
261253,0.1327297041103776
194692,0.8730372841063987
275062,0.9457853505020456
197169,0.5607498388785903
176547,0.8995491808907
85243,0.714574453198383
77834,0.2942168969882147
90441,0.1721527575804922
269926,0.7041746727590679
294542,0.843211928733115
104263,0.307383527611751
166961,0.3728366454237322
181328,0.4069802197810492
8184,0.1158875177693158
281674,0.6103409840877616
30286,0.3454460442553452
314077,0.6000455150030277
94370,0.5100174570468191
157457,0.4699475628420986
118209,0.6559003169145479
244014,0.4710396074488839
148697,0.932255582529422
328794,0.8033081410555066
269136,0.9966283642995704
165020,0.4130960946825717
116754,0.1212031863430634
229497,0.955151102803086
118966,0.826233749487564
327255,0.6557168901886913
208236,0.1417832285943282
111516,0.5492003114854005
64769,0.6221585724103073
303597,0.8092111843605965
14538,0.5559622836818501
258673,0.69229971007983
128696,0.5370075719349
276720,0.0427172198635849
275262,0.9924136586124206
29585,0.7838907365467278
224613,0.8416163352070147
313886,0.0964805834788035
128829,0.428359508488112
122912,0.7453244541325572
269922,0.25100990069205
97600,0.9746173575354586
166821,0.8494031426048045
131068,0.867687504344693
97369,0.8801700965824977
266281,0.0314031657284542
11766,0.6402523734898017
183991,0.1059851212522433
76504,0.9509657348122618
303062,0.7898668972334527
164811,0.2463841618565095
298619,0.6364371143579686
12711,0.3831820978439345
306916,0.1732166704446174
196598,0.0315681178035123
76987,0.0540902245123537
180179,0.3245207281693567
111668,0.9072536405913588
351823,0.5931419802998378
152424,0.2867955948355104
258069,0.5738878410593251
43523,0.0374990017098744
136548,0.981117135416264
239567,0.2246003590318651
151218,0.4887023393797548
316466,0.8785492017758358
257583,0.6367720487401148
348515,0.3666562917727559
228471,0.7783739925750296
85432,0.9759363601348874
33592,0.8543560823850821
53281,0.0147110683611864
228178,0.3100644255414926
11303,0.7366843464655621
54645,0.7436964109229486
174178,0.5746627062527957
121869,0.1853071219296391
154766,0.4515507234518308
141480,0.4646320168226641
180366,0.8834245211204148
341646,0.1744891060495451
342057,0.9281468031178884
11929,0.4679239305679772
312726,0.9787501503717252
345211,0.1468735833140942
114949,0.4698040278508392
283311,0.9317494659083037
193364,0.3324696452194512
262030,0.4185813468491693
106553,0.2837917795712129
193598,0.8200814409763362
66784,0.7090607949841662
55151,0.1445224143695281
78010,0.1522072668133446
187346,0.5107205348834346
313264,0.6450535929906442
245672,0.2430342051603243
106800,0.2275028703103113
48713,0.1205547899025201
248620,0.4243399403831089
144276,0.2477485589753683
16021,0.9291765967896052
278080,0.6520747733221539
269217,0.3681149948920905
55375,0.9000584336948938
297798,0.1670614061269333
50382,0.846576040079257
270940,0.634034616382065
301171,0.1106925669491925
75299,0.325973933461947
39195,0.8712277816868073
244590,0.8247236573358436
313987,0.8916123144810916
14885,0.6607569803677985
108681,0.0133688315166902
117036,0.7758688146345136
198196,0.2570910236439926
125506,0.5359106151368342
308584,0.1119577396687431
18547,0.5576213536796915
180241,0.1433656074542314
293182,0.5584558538143753
209676,0.4536487705749973
180628,0.0053183432861014
138244,0.4361963681121258
259560,0.2520487689412196
268934,0.6462715053093563
63085,0.4931816816541764
166551,0.1212546297825347
79116,0.1821679184016714
179961,0.2680375172995102
312514,0.4546043516599621
229831,0.9358720803416284
230315,0.8042294128946095
254664,0.9915087608812668
246234,0.992601185764134
50194,0.5116208307557469
167522,0.8992031106044537
222964,0.2360992944356494
325010,0.2619352808030096
351299,0.5741124468324179
174646,0.4807538486673265
290678,0.6349357234217273
332504,0.4529152664858069
219328,0.9627994818701012
52168,0.4649423432597798
50202,0.6717429244708942
293302,0.6039373267957991
205302,0.9349620308872147
279930,0.5953281875770038
236713,0.924985247869577
93972,0.1553989590487694
350089,0.5403747451318183
51250,0.6608531255103076
327864,0.6308072311632352
340267,0.7205818344852689
342685,0.9118423499060874
345952,0.9673817406788648
128956,0.0138998877675221
147624,0.0562609823597506
15735,0.7011731666997253
222600,0.0575418309229983
169575,0.6170770740771961
130474,0.86115361356299
64969,0.3528699299873866
105321,0.142157639972942
244847,0.8318297492146779
306137,0.9259662884976068
198706,0.1134949576510987
138947,0.9370195798391976
339445,0.4600651707800339
112607,0.6056469883088941
330237,0.2165114402276358
72505,0.1163200197289173
116018,0.1552278674372844
140726,0.8639656464124927
173576,0.9277694321380416
138283,0.582991670477137
322422,0.8103383900831699
163495,0.6173319103677459
181901,0.2265274000410891
204521,0.8646575497932283
168933,0.4232672438739879
271964,0.2407473548696217
128626,0.6174760959025981
90116,0.0527748384630896
287183,0.924523788697856
66389,0.3163767177982692
153645,0.2057652932363526
274941,0.895514241301709
55594,0.7513317153345256
139466,0.994443626721659
102793,0.3211477486377038
23795,0.911500074825833
10379,0.37777376864771
292193,0.7128939904977611
207671,0.9760666969559794
322115,0.7401766483144894
14443,0.4983329881837941
46583,0.7554054008648778
300617,0.2730359258084582
69674,0.4127562767634224
288963,0.096951470195277
135472,0.094189133824816
157817,0.0022267979798947
191146,0.1588627068115314
318373,0.2082860112813981
297022,0.6948517623284481
71315,0.376123314301511
348495,0.7950926805177652
271613,0.5810582276240008
11517,0.7048717061030358
327175,0.3421750149314372
234692,0.1314668517037958
215875,0.9390525109983588
286327,0.5821337773288423
283703,0.7337087205245844
153873,0.0486650994723867
42392,0.4759233439801325
102831,0.1069692980991074
233505,0.4741160396720324
115649,0.2676567683204275
255753,0.1269504941417379
138639,0.637628754666269
92182,0.9502387201087602
160994,0.7601565498665952
42014,0.8997728826328648
169135,0.1131242686609564
327076,0.3926080113440476
197371,0.3454197632087462
101564,0.1152571517783936
350912,0.1373752104112705
316953,0.6984987830050453
210215,0.1108020546919882
342283,0.0691259518534764
299508,0.2289436781768299
230223,0.3441268387094007
218434,0.5742068561982683
30176,0.3578904272533568
13866,0.742348481155694
291762,0.8592955689589901
161681,0.4413083106134539
166173,0.1809269092986087
168203,0.8792800172367636
136080,0.4372380725037121
332850,0.8756301290915973
10273,0.2266690611779706
176279,0.9559279359922964
132159,0.3105297504643627
195273,0.4937566253427551
311750,0.4393446552642918
260230,0.99491637447184
92201,0.8709729690799539
262942,0.3392937619820577
351286,0.4573429963903782
99303,0.1248568042553732
191566,0.474133325252689
150680,0.1466220427747487
252460,0.5411575041373835
278012,0.2701137569715349
202450,0.6467168336415171
328947,0.20506777128776
255523,0.5887956366820106
54468,0.6720971153670132
230679,0.0249148748889356
84034,0.3414174502781041
309375,0.8059042620254366
277455,0.1923425080505942
164339,0.5896660228709902
77541,0.758566018050064
202268,0.7915070446269465
78410,0.9321340773465864
345322,0.6956502017420866
271216,0.3420589603184824
73603,0.4565923161042396
9173,0.9394798087212166
249604,0.1151214515559688
17993,0.3595966671453527
5968,0.5771828861754239
258466,0.5796076015837038
95250,0.5637429102032613
79351,0.9414024421184948
306972,0.441285281904457
71482,0.4674257812539215
281438,0.2233077889632273
10224,0.0620481369112997
64635,0.210746890516484
209432,0.8867975153384595
167504,0.3474238872831029
40025,0.3173422889744594
268373,0.0055537991892467
324134,0.3872338387801431
220200,0.6605999565715256
123920,0.2018916153741448
57726,0.2185099780597312
63920,0.588956200507935
237553,0.1597419017851646
124678,0.8224020619803262
123092,0.796474841634563
70898,0.6614927120267058
72153,0.45868394342648
321751,0.2700749345146022
313267,0.6525499349821757
198516,0.0866671930763978
261781,0.4032134603006877
303883,0.3851582270902967
106563,0.2689388072109709
47398,0.2191998679033632
348878,0.6407679459646711
95481,0.3006866276504187
222390,0.18346298193159
79902,0.9664468282123309
92008,0.3473892311501543
271564,0.7700410178977665
336104,0.2092918633955428
348820,0.0833462916453005
77705,0.3019862788855615
9660,0.240005311188026
122634,0.2519985842600067
247511,0.2311588961424246
287785,0.7602002624635937
227367,0.2729439926874979
84167,0.797892727647665
205557,0.560422560397057
302226,0.6747021462096702
268770,0.0828814699232315
264035,0.1289391356880578
186752,0.8142405064497585
43289,0.4566166850502012
42245,0.0466633956587635
330830,0.9961632716542618
133936,0.8772199218128299
241865,0.9372896809866468
55022,0.5993947480285747
23358,0.5308579836411113
341339,0.8063159239112482
44692,0.2800540508979054
136879,0.1104349031879525
17603,0.8056362011709575
288357,0.724504508246132
271254,0.2521361537435542
225628,0.7094684008313744
263537,0.8123715052925344
165271,0.0403972893175391
350474,0.007985596655636
63429,0.2215916221497355
239683,0.9766455948271
168042,0.5041081435096025
327591,0.7352118912634669
334474,0.3845063065901052
346134,0.1999659273525605
215582,0.3365357290888534
132131,0.6076088658766708
180426,0.990215629171797
203185,0.8833841597174222
96424,0.8464774069036454
114891,0.5469400292976365
262432,0.2564964484210815
275924,0.2441893539114291
240915,0.2139183680402842
252031,0.8444800492738237
111848,0.0708724420503853
58894,0.388836737893482
228854,0.9658415708030372
159653,0.8310821117474786
332670,0.8015797096178676
290714,0.3189712972676625
172276,0.9157290019014396
77251,0.5129716271516807
286376,0.370820691808691
154666,0.5435149647182446
104844,0.5223148682152502
152730,0.6166573420771589
159071,0.8782043277644791
257190,0.3775302581030713
239974,0.2948939601114803
52633,0.1744938087045126
190784,0.7131971448132557
85904,0.189986621522455
336115,0.7087775179263819
206683,0.616042624102141
115721,0.5548180821477877
86544,0.4857199719000747
40402,0.0983210569849178
277788,0.1229912377585159
289728,0.175516611291043
66363,0.7295907324777781
235956,0.9340553420076914
28743,0.0174297876293626
349352,0.6552260644849153
130993,0.8106324899327367
62679,0.302961078700962
147437,0.7366707833990005
199535,0.8111217054924043
278439,0.6138119133228923
58601,0.6746234226343477
42368,0.2530570714421758
88520,0.5511699504158125
155416,0.7628228318596804
59190,0.7368316380950477
44751,0.6796518618538334
303595,0.0993078396194023
341587,0.4638801583689219
93390,0.1284297350275162
25070,0.7121141167569975
119012,0.1409149457515054
251243,0.8462012103903023
113471,0.211538954363294
118234,0.8853597450409981
254958,0.0669400298475801
5046,0.8192250963511084
61017,0.9858162516368316
306545,0.4572016586858325
125737,0.0281360544377892
192042,0.7949897884279075
70743,0.9489239951036486
4633,0.6339834486677893
35821,0.1896553343880066
243881,0.9404844191581376
89044,0.7144249663448523
182801,0.2551483288150049
262969,0.0941817721375668
14641,0.6733019750066244
93611,0.9117846462974422
211784,0.4198115829654346
148911,0.501223341627557
87273,0.3177418884582402
118616,0.013437802318087
310460,0.0033663048765989
153934,0.4694305086817806
220215,0.7352086584166788
239356,0.3364527948967731
135067,0.924620753178954
126605,0.7786191748822939
317828,0.1183124111921576
319850,0.8812860312802425
243473,0.4574799551194091
230172,0.1922445829618473
341456,0.7152422633912422
106328,0.4194886290444446
293658,0.7705448502099291
277495,0.1033080714681971
217983,0.7100406769228965
219393,0.7261242314252353
341463,0.2904548085201555
80746,0.0479321223486209
89652,0.997204107526938
57679,0.4749284864969708
265155,0.6857547729726956
270055,0.9858589541949406
21344,0.5639788002893537
124856,0.0780646398503267
295203,0.8210091736455299
349404,0.4268903154399032
